메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,주재료 이름,조리시간
오색주먹밥도시락,"['도시락', '간식']",한식,메인요리,매우 쉬움,"['쌀 2와1/2컵', '다진쇠고기(우둔) 20g', '표고버섯 2장', '멸치 10g', '단무지 10g', '김치 20g']",30
주먹밥,"['도시락', '간식']",한식,메인요리,매우 쉬움,"['밥 300g', '쇠고기(안심) 100g']",30
불고기양념,['양념장'],한식,반찬,매우 쉬움,"['간장 1/2컵', '배 1/2개']",30
쌈장,['양념장'],한식,반찬,매우 쉬움,['고추장 1큰술'],10
약고추장,['양념장'],한식,반찬,매우 쉬움,"['고추장 1컵', '다진쇠고기(안심) 80g']",60
개성주악,"['떡', '한과']",한식,간식,쉬움,"['찹쌀 1kg', '밀가루 1컵', '막걸리 1컵', '뜨거운 물 1큰술']",60
건포도강정,"['떡', '한과']",한식,간식,매우 쉬움,"['건포도 1/2컵', '땅콩', '아몬드', '호두', '깨 1 1/2컵']",30
건포도오색경단,"['떡', '한과']",한식,간식,매우 쉬움,['찹쌀가루 2컵'],30
사색경단,"['떡', '한과']",한식,간식,쉬움,['찹쌀가루 2컵'],60
삼색매작과,"['떡', '한과']",한식,간식,쉬움,"['밀가루 3컵', '다진생강 1큰술', '파래가루 1큰술', '보리새우 1큰술']",60
新고구마경단,"['떡', '한과']",한식,간식,매우 쉬움,"['고구마 2개', '인절미 적당량', '카스테라 1개']",60
아몬드녹차설기,"['떡', '한과']",한식,간식,매우 쉬움,['멥쌀가루 5컵'],30
인절미,"['떡', '한과']",한식,간식,매우 쉬움,['찹쌀 1/4되'],60
찬밥인절미,"['떡', '한과']",한식,간식,매우 쉬움,['찬밥 3공기'],60
화전,"['떡', '한과']",한식,간식,매우 쉬움,['찹쌀가루 160g'],30
화전,"['떡', '한과']",한식,간식,매우 쉬움,['찹쌀가루 160g'],30
미모사케이크,"['빵', '과자']",한식,간식,쉬움,['박력분 350'],60
과일팥빙수,['음료'],한식,간식,매우 쉬움,"['얼음 8개', '팥 2큰술']",30
대추생강차,['음료'],한식,간식,매우 쉬움,"['대추 10개', '생강 1개', '꿀 약간']",60
대추차,['음료'],한식,간식,매우 쉬움,['대추 20알'],60
배숙,['음료'],한식,간식,매우 쉬움,['배 1/4개'],20
생강차,['음료'],한식,간식,매우 쉬움,['생강 6쪽'],30
수박화채,['음료'],한식,간식,매우 쉬움,['수박 1/4통'],10
수정과샤베트,['음료'],한식,간식,매우 쉬움,['수정과 2컵'],30
오과차,['음료'],한식,간식,매우 쉬움,"['황률(말린밤) 10개', '대추 10개', '말린인삼 1뿌리']",20
유자차,['음료'],한식,간식,매우 쉬움,['유자 1kg'],60
젤리팥빙수,['음료'],한식,간식,매우 쉬움,"['우유 200ml', '팥(조린것) 3큰술']",30
감자수제비,"['만두', '면류']",한식,메인요리,매우 쉬움,"['밀가루 4컵', '감자 2개']",60
고덕칡냉면,"['만두', '면류']",한식,메인요리,매우 쉬움,"['양지머리 30g', '칡냉면 150g']",30
고추장볶음칼국수,"['만두', '면류']",한식,메인요리,매우 쉬움,"['생칼국수 150g', '느타리버섯 40g', '오징어 1/2마리']",30
고추장얼큰라면,"['만두', '면류']",한식,메인요리,매우 쉬움,"['라면 2개', '고추장 1/2큰술']",20
국수냄비,"['만두', '면류']",한식,메인요리,쉬움,"['사태 400g', '가래떡 200g', '국수 200g']",70
김치수제비,"['만두', '면류']",한식,메인요리,쉬움,"['밀가루 2컵', '계란 1개', '식용유 1작은술', '물 약간']",60
냉소면,"['만두', '면류']",한식,메인요리,매우 쉬움,"['소면 400g', '계란 2개', '꽃어묵(야마보고) 1개']",30
대대로닭칼국수,"['만두', '면류']",한식,메인요리,매우 쉬움,"['날콩가루 100g', '밀가루 100g', '닭 1마리']",30
된장채소수제비,"['만두', '면류']",한식,메인요리,매우 쉬움,"['표고버섯 2개', '감자 1개', '밀가루 2컵']",30
미역수제비,"['만두', '면류']",한식,메인요리,쉬움,"['닭고기 500g', '미역 10g', '밀가루 1컵']",60
바지락칼국수,"['만두', '면류']",한식,메인요리,매우 쉬움,"['칼국수 300g', '바지락 200g', '애호박 1/4개']",25
볶음유니자장,"['만두', '면류']",한식,메인요리,매우 쉬움,"['국수(생면) 200g', '춘장 약간']",30
비빔국수,"['만두', '면류']",한식,메인요리,쉬움,['국수 400g'],60
비빔쌀국수,"['만두', '면류']",한식,메인요리,매우 쉬움,['쌀국수 500g'],30
서리태콩국수,"['만두', '면류']",한식,메인요리,매우 쉬움,"['서리태콩 1컵', '소면 150g']",30
오징어무침냉면,"['만두', '면류']",한식,메인요리,매우 쉬움,"['냉면국수 500g', '오징어 1마리', '오이 1개', '무 5cm토막', '다진파 1큰술']",20
온면,"['만두', '면류']",한식,메인요리,매우 쉬움,['국수 300g'],30
유부만두탕,"['만두', '면류']",한식,메인요리,쉬움,"['유부 10장', '두부 1/2모', '배추김치 1/3포기', '쇠고기 50g']",60
잔치국수,"['만두', '면류']",한식,메인요리,매우 쉬움,"['쇠고기(우둔 또는 양지) 20g', '소면 300g']",30
카레라면,"['만두', '면류']",한식,메인요리,쉬움,"['카레가루 30g', '라면 1개']",60
해장라면,"['만두', '면류']",한식,메인요리,매우 쉬움,"['라면 4개', '배추김치 1/4포기', '표고버섯 4개', '콩나물 50g', '햄 30g', '게맛살 2개']",30
갈치맑은찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,['갈치 4토막'],30
굴북어찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['굴 150g', '북어 1/4마리']",30
김치찌개,"['찌개', '전골', '스튜']",한식,메인요리,쉬움,"['배추김치 1/4포기', '대파 1뿌리']",60
낙지연포탕,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['낙지 2마리', '모시조개 5개']",30
대구지리탕,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,['대구 1마리'],60
동태찌개,"['찌개', '전골', '스튜']",한식,메인요리,쉬움,"['동태 1마리', '무 300g']",60
된장찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['두부 1/2모', '순창콩된장 50g']",30
두부젓국찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['두부 1/2모', '된장 50g']",30
모시조개탕,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,['모시조개 400g'],30
버섯두부찌개,"['찌개', '전골', '스튜']",한식,메인요리,쉬움,"['두부 1모', '돼지고기 50g', '느타리버섯 50g', '표고버섯 2장', '팽이버섯 50g']",60
버섯탕,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['표고버섯(말린것) 3개', '새송이 2개', '청경채 1송이']",30
부대찌개,"['찌개', '전골', '스튜']",한식,메인요리,쉬움,"['햄 150g', '프랑크소시지 2개', '김치 1/2포기']",60
순두부찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,['순두부 800g'],25
애호박된장찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['애호박 150g', '두부 150g', '된장 1/2컵']",30
얼큰어묵탕,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['어묵 1팩', '무 1/3개']",30
오징어섞어찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['오징어 1마리', '두부 1/2모', '모시조개 5개', '김치 30g']",30
오징어찌개,"['찌개', '전골', '스튜']",한식,메인요리,쉬움,"['오징어 1마리', '쇠고기(우둔) 100g']",60
조기매운탕,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,['조기 2마리'],30
참치김치찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['김치 1/4포기', '참치 1캔']",30
청국장찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['청국장 1컵', '쇠고기(우둔) 100g', '무 1/6개']",30
해물지지기,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['새우 2마리', '모시조개 100g', '오징어 1/2마리']",30
호박두부찌개,"['찌개', '전골', '스튜']",한식,메인요리,매우 쉬움,"['호박 1개', '두부 1/2모']",30
계란말이,['부침'],한식,메인요리,매우 쉬움,['계란 4개'],30
고구마전,['부침'],한식,메인요리,매우 쉬움,"['밀가루 4큰술', '계란 2개', '홍고추 1/2개']",25
고추장떡,['부침'],한식,메인요리,매우 쉬움,"['밀가루 2컵', '고추장 1큰술', '된장 1큰술', '부추 1/4단']",30
굴청경채부침개,['부침'],한식,메인요리,매우 쉬움,['생굴(중) 20개'],30
김치동그랑땡,['부침'],한식,메인요리,매우 쉬움,"['김치 1/6포기', '감자 1개', '두부 1/4모']",30
김치적,['부침'],한식,메인요리,매우 쉬움,"['김치 200g', '쇠고기(우둔) 100g', '표고버섯 5장', '통도라지 100g']",25
김치콩비지전,['부침'],한식,메인요리,매우 쉬움,"['콩비지 1컵', '밀가루 1컵', '베이컨 2장', '대파 1뿌리', '김치 1/6포기']",30
누룽적,['부침'],한식,메인요리,매우 쉬움,"['느타리버섯 30g', '쇠고기(우둔) 50g', '도라지 50g', '실파 10뿌리']",30
달래굴파전,['부침'],한식,메인요리,매우 쉬움,"['달래 100g', '굴 80g', '밀가루 1컵']",30
달래지짐,['부침'],한식,메인요리,매우 쉬움,['달래 100g'],30
대구전,['부침'],한식,메인요리,매우 쉬움,['대구살 200g'],30
대구전,['부침'],한식,메인요리,매우 쉬움,['대구(냉동) 400g'],30
대파산적,['부침'],한식,메인요리,매우 쉬움,"['대파 3대', '고기(산적용) 200g']",30
동그랑땡,['부침'],한식,메인요리,매우 쉬움,"['두부 1/4모', '쇠고기(등심', '사태) 100g']",30
두부완자전,['부침'],한식,메인요리,매우 쉬움,"['두부 1/4모', '쇠고기(등심) 100g']",30
두부전,['부침'],한식,메인요리,매우 쉬움,['두부 1/2모'],30
두부파프리카전,['부침'],한식,메인요리,매우 쉬움,"['두부 반모', '파프리카 2개']",30
모듬전,['부침'],한식,메인요리,매우 쉬움,"['감자 1개', '양파 1개', '밀가루 1/3컵', '깻잎 6장']",30
부추부침개,['부침'],한식,메인요리,매우 쉬움,"['밀가루 1컵', '찹쌀가루 4큰술', '부추 200g', '청고추 10개', '오징어 1마리']",30
산적,['부침'],한식,메인요리,매우 쉬움,"['쇠고기 50g', '느타리버섯 30g', '실파 10뿌리', '도라지 50g']",30
"삼색전(고등어,갈치,새우)",['부침'],한식,메인요리,매우 쉬움,"['고등어 1/4마리', '갈치 1/2마리', '새우 3마리']",30
생선감자채구이,['부침'],한식,메인요리,매우 쉬움,"['동태 1마리', '감자 1개']",30
생선전,['부침'],한식,메인요리,매우 쉬움,['대구살 200g'],30
스위트콘참치전,['부침'],한식,메인요리,매우 쉬움,"['옥수수통조림 1/2캔', '전분 1/2컵', '참치통조림 1캔']",20
시금치계란말이,['부침'],한식,메인요리,매우 쉬움,"['시금치 20g', '계란 3개']",30
양파전,['부침'],한식,메인요리,매우 쉬움,['양파 2개'],30
연근전,['부침'],한식,메인요리,매우 쉬움,"['연근 50g', '계란 1개']",60
오징어채소부침,['부침'],한식,메인요리,매우 쉬움,"['오징어 1마리', '쇠고기 100g', '감자 3개']",30
찬밥전,['부침'],한식,메인요리,매우 쉬움,"['찬밥 1공기', '참치(통조림) 1/2통', '양파 1/4개', '당근 1/4개']",20
찬밥지짐이,['부침'],한식,메인요리,매우 쉬움,['찬밥 1공기'],30
참치완자전,['부침'],한식,메인요리,쉬움,"['두부 1모', '참치 80g', '깻잎 10장']",60
참치채소전,['부침'],한식,메인요리,매우 쉬움,"['참치캔 1개', '계란 1개', '청고추 1개', '홍고추 1개']",30
채소감자지짐,['부침'],한식,메인요리,매우 쉬움,['감자 2개'],20
표고전,['부침'],한식,메인요리,쉬움,"['표고버섯 15장', '쇠고기 150g']",35
호박전,['부침'],한식,메인요리,매우 쉬움,['애호박 1개'],30
가지볶음,['볶음'],한식,반찬,매우 쉬움,['가지 2개'],30
가지쇠고기볶음,['볶음'],한식,메인요리,매우 쉬움,"['가지 1개', '쇠고기(등심) 100g']",20
가지와마른새우무침,['볶음'],한식,메인요리,매우 쉬움,"['가지 1개', '마른새우 20g']",30
개조개쌈장볶음,['볶음'],한식,메인요리,매우 쉬움,['개조개 2마리'],60
고구마줄기볶음,['볶음'],한식,메인요리,매우 쉬움,['고구마줄기 25g'],20
고사리볶음,['볶음'],한식,메인요리,매우 쉬움,['말린고사리 30g'],20
고추장불고기,['볶음'],한식,메인요리,매우 쉬움,"['돼지고기(목살) 400g', '청고추 1개', '홍고추 1개', '고추장 2큰술', '다진생강 1/2작은술', '설탕 1/2작은술', '간장 1작은술', '청주 1큰술', '다진마늘 1큰술', '물엿 1큰술', '후춧가루 약간', '참기름 약간']",30
골뱅이볶음,['볶음'],한식,메인요리,매우 쉬움,['골뱅이(통조림) 1개'],30
굴소스 죽순버섯볶음,['볶음'],한식,반찬,매우 쉬움,"['죽순 1캔', '느타리버섯 30g', '새송이버섯 30g', '팽이버섯 1봉지']",30
낙지불고기,['볶음'],한식,메인요리,쉬움,"['쇠고기 150g', '낙지 2마리']",60
느타리버섯볶음,['볶음'],한식,반찬,매우 쉬움,['느타리버섯 80g'],30
두부구이와 버섯볶음,['볶음'],한식,반찬,매우 쉬움,"['두부 1모', '새송이버섯 2개', '팽이버섯 1/2봉']",30
두부김치,['볶음'],한식,메인요리,매우 쉬움,"['두부 1모', '배추김치 1/2포기']",20
라볶이,['볶음'],한식,메인요리,매우 쉬움,"['라면 1봉', '떡 30g', '어묵 30g']",30
마른새우볶음,['볶음'],한식,반찬,매우 쉬움,['마른새우 2컵'],10
멸치꽈리고추볶음,['볶음'],한식,반찬,매우 쉬움,"['꽈리고추 200g', '멸치 30g']",20
멸치볶음,['볶음'],한식,반찬,매우 쉬움,['잔멸치 1컵'],20
버섯볶음,['볶음'],한식,반찬,매우 쉬움,"['느타리버섯 30g', '새송이버섯 30g', '팽이버섯 1봉지']",30
버섯볶음과들깨소스,['볶음'],한식,반찬,매우 쉬움,"['표고버섯 20g', '느타리버섯 40g', '새송이버섯 40g', '팽이버섯 50g', '양송이버섯 30g']",20
버섯잡채,['볶음'],한식,반찬,매우 쉬움,"['느타리버섯 60g', '표고버섯 3장', '팽이버섯 30g']",30
버터오징어채볶음,['볶음'],한식,반찬,매우 쉬움,"['오징어채 50g', '버터 2큰술']",30
보고또보고닭발,['볶음'],한식,메인요리,매우 쉬움,['닭발 200g'],30
부추잡채,['볶음'],한식,반찬,매우 쉬움,"['부추 1/4단', '돼지고기(안심) 100g']",30
불고기,['볶음'],한식,메인요리,매우 쉬움,['쇠고기(등심) 500g'],20
순대볶음,['볶음'],한식,메인요리,매우 쉬움,['순대 300g'],20
어묵볶음,['볶음'],한식,반찬,매우 쉬움,['어묵 100g'],30
연근볶음,['볶음'],한식,반찬,매우 쉬움,['연근 150g'],20
오징어떡볶음,['볶음'],한식,메인요리,매우 쉬움,"['오징어 1마리', '떡볶이떡 50g']",30
오징어볶음과소면,['볶음'],한식,메인요리,매우 쉬움,['오징어 1마리'],30
오징어삼겹살볶음,['볶음'],한식,메인요리,매우 쉬움,"['오징어 1마리', '돼지고기(삼겹살) 200g']",30
오징어채볶음,['볶음'],한식,반찬,매우 쉬움,"['오징어채 100g', '고추장 1큰술', '설탕 1큰술']",20
잔멸치쌈장볶음,['볶음'],한식,반찬,매우 쉬움,['잔멸치 100g'],20
청경채닭고기볶음,['볶음'],한식,메인요리,매우 쉬움,"['닭다리 2개', '청경채 70g']",30
고구마스프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['고구마 2개', '우유(또는 물) 1컵']",30
닭살크림수프,"['밥', '죽', '스프']",서양,메인요리,쉬움,"['닭(가슴살) 100g', '우유 2컵']",60
덴마크식당근스프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['당근(잘게 썬것) 1/2개', '크림치즈 200g']",30
러시안수프,"['밥', '죽', '스프']",서양,메인요리,쉬움,['쇠고기(사태) 100g'],60
모듬콩수프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['콩(메주콩', '검은콩 외) 각 100g']",20
버섯스프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,['버섯 6개'],30
버섯크림수프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,['양송이 10개'],30
베이비콘채소스프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,['베비이콘 70g'],60
브로콜리수프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['브로콜리 100g', '생크림 50ml', '닭육수 400g']",30
양송이크림수프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['양송이버섯 150g', '생크림 3큰술']",30
어니언그라탱수프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['양파 2개', '바게트빵 2장', '마늘 1개']",30
오므라이스,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['계란 3개', '밥 2공기']",30
완두콩감자수프,"['밥', '죽', '스프']",서양,메인요리,매우 쉬움,"['완두콩 1컵', '감자 1/2개']",30
